,REF_NO,children,age_band,status,occupation,home_status,family_income,TVarea,Average.Credit.Card.Transaction,Balance.Transfer,Term.Deposit,Life.Insurance,Medical.Insurance,Average.A.C.Balance,Personal.Loan,Home.Loan,Online.Purchase.Amount,gender,region,Portfolio.Balance
2437,4817,0,61-65,Partner,Retired,Own Home,"<17,500, >=15,000",Carlton,24.99,37.98,34.98,79.96,30.44,1.99,0.0,0.0,0.0,Female,South East,117.82
2438,2528,0,31-35,Divorced/Separated,Secretarial/Admin,Own Home,"<20,000, >=17,500",Anglia,0.0,60.55,1.98,145.27,0.0,95.37,0.0,7.47,17.0,Female,East Anglia,126.76
2439,10792,0,41-45,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Grampian,0.0,22.99,0.0,34.46,0.0,47.44,0.0,5.99,0.0,Female,Scotland,8.04
2440,7232,0,55-60,Partner,Professional,Own Home,"<22,500, >=20,000",Carlton,0.0,0.0,0.0,24.49,0.0,0.0,0.0,0.0,0.0,Male,South East,20.01
2441,5295,0,51-55,Partner,Professional,Own Home,"<15,000, >=12,500",Yorkshire,10.99,0.0,0.0,0.0,25.98,6.49,0.0,0.0,5.99,Female,South East,-6.82
2442,9288,1,22-25,Partner,Housewife,Own Home,"<20,000, >=17,500",HTV,11.96,0.01,0.0,23.0,26.48,24.99,14.99,0.0,67.42,Female,South West,67.56
2443,9873,1,22-25,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Granada,0.0,29.99,29.99,0.0,0.0,13.46,0.0,0.0,0.0,Female,North West,-17.6
2444,6929,0,51-55,Partner,Professional,Own Home,"<15,000, >=12,500",Yorkshire,7.48,34.99,49.98,79.42,44.99,41.97,0.0,3.99,0.0,Female,South East,104.03
2445,3927,1,51-55,Partner,Professional,Own Home,">=35,000",Meridian,6.49,0.0,126.4,0.0,106.92,0.0,45.47,0.0,0.0,Male,South East,127.0
2446,10985,2,41-45,Partner,Professional,Own Home,"<30,000, >=27,500",Yorkshire,58.94,114.43,19.98,49.47,12.99,9.98,0.0,0.0,42.97,Male,East Midlands,114.16
2447,7144,0,36-40,Divorced/Separated,Business Manager,Own Home,"<27,500, >=25,000",Grampian,0.0,0.0,0.0,0.0,36.95,34.49,0.0,0.0,0.0,Female,Scotland,52.85
2448,7195,2,31-35,Partner,Professional,Own Home,">=35,000",Anglia,24.99,0.0,0.0,43.47,0.0,7.98,16.99,0.0,0.0,Female,South East,45.81
2449,427,2,31-35,Partner,Housewife,Own Home,"<20,000, >=17,500",Carlton,0.0,0.0,0.0,50.96,0.0,0.0,0.0,3.48,0.0,Female,North West,6.97
2450,4524,2,41-45,Partner,Business Manager,Own Home,">=35,000",Central,0.0,0.0,0.0,22.99,0.0,23.48,25.99,0.0,78.46,Male,South East,119.2
2451,6585,1,36-40,Partner,Business Manager,Own Home,"<25,000, >=22,500",HTV,139.44,49.97,15.48,29.47,24.47,139.18,15.99,10.21,21.99,Male,South West,197.99
2452,6018,2,41-45,Single/Never Married,Business Manager,Own Home,"<27,500, >=25,000",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99,Female,East Midlands,17.64
2453,7367,1,36-40,Partner,Secretarial/Admin,Own Home,"<22,500, >=20,000",Tyne Tees,0.0,24.48,29.99,99.42,0.0,112.38,199.31,5.47,0.0,Female,North,132.74
2454,3694,2,36-40,Partner,Housewife,Own Home,"<27,500, >=25,000",Carlton,0.0,0.0,0.0,50.0,10.37,0.0,0.0,0.0,0.0,Female,South East,26.79
2455,7723,0,65-70,Partner,Retired,Own Home,"<27,500, >=25,000",Central,0.0,260.94,40.98,113.45,0.0,7.0,22.48,0.0,0.0,Male,South East,170.43
2456,5986,1,71+,Widowed,Retired,Rent from Council/HA,"< 8,000, >= 4,000",Granada,54.48,0.0,67.98,0.0,19.99,45.96,41.46,0.0,9.49,Female,Wales,108.06
2457,3962,0,45-50,Partner,Professional,Unclassified,">=35,000",Central,0.0,0.0,0.0,17.99,0.0,107.46,0.0,0.0,0.0,Female,South West,77.01
2458,5904,0,22-25,Single/Never Married,Professional,Rent Privately,"<10,000, >= 8,000",HTV,0.0,0.0,0.0,0.01,0.0,4.99,0.0,2.99,0.0,Female,Wales,51.54
2459,85,1,36-40,Partner,Housewife,Own Home,"<22,500, >=20,000",Meridian,11.99,51.96,94.48,31.49,11.46,0.0,10.49,0.0,0.0,Female,South East,84.37
2460,5587,0,22-25,Single/Never Married,Professional,Own Home,">=35,000",Carlton,283.46,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,88.9
2461,10878,1,61-65,Partner,Retired,Own Home,"< 8,000, >= 4,000",Granada,0.0,59.48,0.0,0.0,0.0,11.99,16.98,0.0,0.0,Female,North West,51.12
2462,198,0,36-40,Partner,Manual Worker,Own Home,">=35,000",Anglia,0.0,15.99,20.0,105.42,4.99,69.97,0.0,0.0,0.0,Male,East Anglia,186.2
2463,3649,0,22-25,Single/Never Married,Professional,Own Home,">=35,000",Tyne Tees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,North,25.07
2464,9588,0,55-60,Partner,Retired,Own Home,"< 8,000, >= 4,000",Anglia,0.0,0.0,20.98,0.0,9.48,10.0,0.0,0.0,0.0,Female,East Anglia,14.0
2465,458,0,31-35,Partner,Business Manager,Own Home,">=35,000",Carlton,116.44,24.99,136.93,505.78,27.95,70.89,0.0,0.0,24.99,Female,South East,353.77
2466,1590,1,31-35,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Carlton,0.0,14.99,0.0,56.46,0.0,46.47,62.5,0.0,0.0,Female,South East,93.24
2467,7417,0,45-50,Partner,Retired,Own Home,"<20,000, >=17,500",Yorkshire,0.0,98.99,0.0,0.0,0.0,28.99,0.0,22.46,0.0,Male,South East,82.24
2468,5196,0,61-65,Partner,Retired,Own Home,"<20,000, >=17,500",TV South West,0.0,24.99,0.0,128.43,11.99,11.47,46.97,0.0,0.0,Male,South West,100.6
2469,7818,2,31-35,Partner,Professional,Own Home,"<30,000, >=27,500",Meridian,0.0,44.99,0.0,20.98,0.0,2.99,64.37,0.0,0.0,Male,North West,59.41
2470,9548,0,51-55,Partner,Housewife,Own Home,"<12,500, >=10,000",Anglia,38.47,0.0,38.97,0.0,26.84,0.0,0.0,0.0,0.0,Female,East Anglia,44.45
2471,6639,0,31-35,Single/Never Married,Secretarial/Admin,Own Home,"<15,000, >=12,500",Granada,0.0,29.99,30.0,169.94,20.44,20.96,22.98,21.97,0.0,Female,North West,140.98
2472,3156,1,26-30,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Carlton,0.0,135.43,0.0,19.99,15.99,33.98,17.99,0.0,0.0,Male,South East,150.59
2473,10968,2,26-30,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Meridian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.98,Female,South West,-30.12
2474,7894,1,36-40,Partner,Housewife,Own Home,">=35,000",Grampian,29.98,54.98,0.0,42.96,14.47,54.41,29.47,45.91,0.0,Female,Scotland,65.99
2475,8470,1,36-40,Partner,Professional,Own Home,"<27,500, >=25,000",Scottish TV,0.0,0.02,0.0,0.0,6.49,0.0,0.0,0.0,0.0,Male,Scotland,7.33
2476,9123,3,22-25,Partner,Secretarial/Admin,Own Home,"<22,500, >=20,000",Carlton,0.0,0.0,0.0,27.99,11.98,0.0,0.0,0.0,0.0,Female,South East,34.89
2477,8820,3,45-50,Partner,Professional,Own Home,"<30,000, >=27,500",Tyne Tees,0.0,0.0,58.47,193.88,50.45,5.99,10.97,7.18,11.98,Male,South East,156.06
2478,556,0,45-50,Partner,Professional,Own Home,">=35,000",Yorkshire,64.48,189.95,0.0,29.49,10.99,6.0,0.0,0.0,0.0,Female,South East,67.84
2479,6403,1,55-60,Partner,Professional,Own Home,"<20,000, >=17,500",Grampian,0.0,169.47,0.0,95.45,0.0,0.0,0.0,0.0,0.0,Female,Scotland,57.51
2480,4392,1,31-35,Partner,Manual Worker,Own Home,"<20,000, >=17,500",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,Male,West Midlands,-0.99
2481,6956,0,61-65,Partner,Retired,Own Home,"<22,500, >=20,000",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,4.75
2482,377,1,41-45,Partner,Professional,Own Home,"<20,000, >=17,500",Tyne Tees,0.01,13.43,157.94,170.32,0.51,29.42,0.0,30.46,55.99,Female,North,200.89
2483,4435,0,41-45,Partner,Manual Worker,Own Home,"<30,000, >=27,500",Central,112.42,27.99,44.98,56.97,22.47,18.95,7.99,0.0,47.47,Male,South East,80.56
2484,7465,0,55-60,Partner,Housewife,Own Home,">=35,000",Ulster,0.0,44.98,0.0,21.96,0.0,32.46,34.45,9.99,0.0,Female,Northern Ireland,80.68
2485,913,3,41-45,Partner,Professional,Own Home,">=35,000",Carlton,19.49,149.46,119.46,227.91,72.93,117.89,36.97,23.43,39.47,Male,South East,239.84
2486,11153,2,45-50,Partner,Professional,Own Home,">=35,000",Carlton,0.0,0.0,17.99,45.98,32.98,0.0,0.0,0.0,0.0,Female,North West,-9.4
2487,6420,1,55-60,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Carlton,0.0,59.99,0.0,146.4,0.0,55.98,21.99,0.0,98.97,Female,North West,133.3
2488,2959,0,45-50,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Granada,15.99,0.0,0.0,0.0,22.97,0.0,0.0,0.0,0.0,Female,North West,-2.01
2489,1991,1,71+,Widowed,Retired,Own Home,"<15,000, >=12,500",Carlton,0.0,0.0,0.0,0.0,13.99,4.48,0.0,17.48,9.98,Female,North West,89.87
2490,11339,0,65-70,Partner,Retired,Own Home,"<17,500, >=15,000",Central,166.4,0.0,59.99,0.0,96.94,7.98,0.0,0.0,0.0,Male,West Midlands,139.81
2491,7719,0,61-65,Single/Never Married,Professional,Own Home,"<10,000, >= 8,000",Granada,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0,Male,North West,134.18
2492,164,1,41-45,Partner,Housewife,Own Home,">=35,000",Central,0.0,139.98,29.98,13.99,0.0,8.98,88.94,0.0,0.0,Female,West Midlands,119.68
2493,5446,1,51-55,Divorced/Separated,Professional,Own Home,">=35,000",Grampian,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Female,Scotland,12.59
2494,9064,0,65-70,Single/Never Married,Retired,Own Home,"<10,000, >= 8,000",Carlton,109.95,0.0,93.95,0.0,71.23,0.0,0.0,0.0,0.0,Female,South East,72.92
2495,8350,1,45-50,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",Tyne Tees,0.0,0.0,0.0,80.45,41.95,11.99,34.47,0.0,23.99,Female,North,65.11
2496,8173,2,26-30,Partner,Professional,Own Home,"<30,000, >=27,500",Tyne Tees,6.49,64.97,0.0,60.48,29.47,38.47,201.32,0.0,15.98,Female,North,145.07
2497,5025,0,51-55,Partner,Secretarial/Admin,Own Home,"<17,500, >=15,000",Meridian,0.0,37.93,53.96,50.4,0.0,46.47,0.0,0.0,0.0,Female,South East,69.67
2498,1124,0,45-50,Partner,Secretarial/Admin,Own Home,">=35,000",Carlton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,Female,North West,37.32
2499,2635,1,41-45,Partner,Professional,Own Home,">=35,000",TV South West,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,-10.01
2500,1772,1,26-30,Partner,Business Manager,Own Home,"<27,500, >=25,000",Carlton,0.0,21.49,24.99,0.0,67.41,11.97,40.46,4.99,12.99,Male,North West,78.56
2501,799,1,31-35,Partner,Secretarial/Admin,Own Home,"<15,000, >=12,500",Central,105.93,27.44,94.92,118.86,81.43,30.54,172.72,0.0,0.0,Female,East Midlands,179.79
2502,1259,1,22-25,Partner,Housewife,Own Home,"<25,000, >=22,500",Granada,0.0,13.98,24.99,135.55,0.0,38.97,0.0,3.0,0.0,Female,North West,31.54
2503,1945,0,45-50,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Anglia,0.0,0.01,29.99,0.51,0.0,0.0,0.0,0.0,24.94,Female,South East,9.46
2504,698,3,36-40,Partner,Professional,Own Home,"<20,000, >=17,500",Meridian,0.0,24.99,0.0,0.0,0.0,34.99,0.0,0.0,0.0,Female,South East,47.75
2505,9005,2,36-40,Divorced/Separated,Secretarial/Admin,Own Home,"<12,500, >=10,000",Meridian,0.0,0.0,54.48,17.99,0.0,0.0,0.0,0.0,0.0,Female,South East,58.75
2506,9713,1,41-45,Partner,Professional,Own Home,"<17,500, >=15,000",Meridian,0.0,0.0,0.0,0.0,50.48,0.0,35.0,7.98,0.0,Female,North West,62.98
2507,9763,0,22-25,Single/Never Married,Professional,Own Home,">=35,000",Carlton,0.0,19.99,0.0,57.46,0.0,63.96,0.0,0.0,0.0,Female,South East,99.97
2508,11249,1,45-50,Partner,Professional,Own Home,">=35,000",Anglia,47.98,0.0,0.0,41.46,0.0,11.47,51.95,0.0,15.98,Female,East Anglia,105.31
2509,9378,0,65-70,Partner,Business Manager,Own Home,"<25,000, >=22,500",Central,6.49,59.49,0.0,0.0,0.0,58.96,18.47,7.48,0.0,Female,Isle of Man,63.75
2510,2217,0,36-40,Partner,Professional,Own Home,">=35,000",Carlton,0.0,176.4,0.0,11.48,0.0,67.87,22.48,0.0,105.92,Male,South East,63.74
2511,10044,2,36-40,Partner,Professional,Own Home,">=35,000",Carlton,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,-24.55
2512,371,0,26-30,Single/Never Married,Professional,Own Home,"<17,500, >=15,000",Central,0.0,0.0,0.0,0.0,23.97,0.0,0.0,0.0,0.0,Female,West Midlands,20.12
2513,5055,0,45-50,Single/Never Married,Manual Worker,Own Home,"<15,000, >=12,500",Central,0.0,0.0,0.0,29.48,9.48,35.46,0.0,9.48,0.0,Male,West Midlands,52.03
2514,9295,3,36-40,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,33.63
2515,143,0,61-65,Divorced/Separated,Retired,Rent Privately,"< 4,000",Granada,67.46,0.0,24.49,0.0,0.0,0.0,0.0,0.0,18.49,Female,North West,-2.71
2516,10716,1,31-35,Divorced/Separated,Manual Worker,Own Home,"<22,500, >=20,000",Granada,25.98,1.02,52.46,0.01,49.41,5.98,369.15,0.0,59.48,Female,Wales,218.34
2517,537,2,41-45,Partner,Manual Worker,Own Home,"<12,500, >=10,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,North West,-10.17
2518,1225,0,45-50,Partner,Professional,Unclassified,">=35,000",HTV,49.99,0.0,0.0,20.49,25.46,0.0,0.0,0.0,0.0,Male,Wales,47.42
2519,3465,0,31-35,Partner,Professional,Own Home,">=35,000",Tyne Tees,0.0,44.99,140.84,27.49,116.94,65.91,12.99,4.48,49.97,Female,North,158.9
2520,9790,3,31-35,Partner,Professional,Own Home,">=35,000",Central,0.0,0.01,0.0,20.97,16.0,29.99,0.0,0.0,0.0,Male,South East,13.39
2521,5418,0,41-45,Single/Never Married,Business Manager,Own Home,"<27,500, >=25,000",Carlton,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,Female,South East,-21.32
2522,7099,0,55-60,Partner,Business Manager,Own Home,">=35,000",Carlton,0.0,0.0,59.98,19.49,50.94,36.97,0.0,0.0,0.0,Male,North West,12.48
2523,9482,1,45-50,Partner,Manual Worker,Own Home,"<17,500, >=15,000",Ulster,0.0,0.0,0.0,0.0,54.98,0.0,0.0,0.0,0.0,Female,Northern Ireland,34.17
2524,2630,1,45-50,Partner,Professional,Own Home,">=35,000",Central,0.0,82.96,0.0,40.47,12.49,0.0,28.97,0.0,0.0,Female,South East,36.05
2525,2023,0,26-30,Single/Never Married,Business Manager,Own Home,"<22,500, >=20,000",TV South West,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,Female,South West,-29.31
2526,8482,0,41-45,Partner,Manual Worker,Rent from Council/HA,">=35,000",Anglia,0.0,19.41,0.0,19.46,4.47,86.38,0.0,0.0,0.0,Male,North West,110.39
2527,1761,1,41-45,Partner,Secretarial/Admin,Own Home,"<22,500, >=20,000",Scottish TV,9.99,19.98,17.0,279.32,24.05,205.36,92.95,14.48,11.48,Female,Scotland,260.17
2528,7091,0,31-35,Single/Never Married,Professional,Own Home,">=35,000",Central,93.97,83.95,61.97,59.96,19.48,40.97,0.0,0.0,0.0,Female,East Midlands,82.15
2529,1917,1,26-30,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yorkshire,0.0,0.0,0.0,19.49,0.0,14.49,0.0,0.0,0.0,Female,South East,-27.06
2530,692,0,51-55,Partner,Secretarial/Admin,Own Home,"<20,000, >=17,500",Granada,0.0,0.0,0.0,17.99,29.96,0.0,0.0,0.0,0.0,Male,North West,-72.74
2531,650,1,36-40,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",Central,6.99,343.87,123.42,551.63,154.79,150.84,22.49,46.4,36.97,Female,East Midlands,511.98
2532,10953,1,36-40,Partner,Professional,Own Home,">=35,000",Central,0.0,24.99,0.0,160.92,30.0,143.87,9.49,16.46,23.96,Female,East Midlands,178.84
2533,4684,0,65-70,Partner,Retired,Own Home,"< 8,000, >= 4,000",Granada,228.93,0.0,52.98,49.97,97.96,5.98,0.0,0.0,57.44,Female,North West,144.09
2534,5292,1,41-45,Partner,Housewife,Own Home,"<15,000, >=12,500",Central,0.0,0.0,0.0,66.95,0.0,60.93,11.99,0.0,0.0,Female,West Midlands,100.6
2535,10785,0,51-55,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",Tyne Tees,0.0,29.48,19.99,73.96,0.0,17.96,0.0,5.47,0.0,Female,South East,67.66
2536,9796,0,22-25,Single/Never Married,Professional,Rent Privately,">=35,000",Central,333.95,0.0,0.0,0.0,25.98,0.0,0.0,14.99,0.0,Male,East Midlands,87.49
2537,2158,1,31-35,Partner,Manual Worker,Own Home,"<17,500, >=15,000",Carlton,8.99,248.93,105.46,89.94,0.0,155.43,574.98,11.98,26.48,Female,South East,404.11
2538,6239,0,22-25,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Tyne Tees,0.0,79.91,24.47,255.23,0.0,156.73,22.91,4.99,169.67,Female,North,233.04
2539,2737,0,55-60,Partner,Retired,Rent Privately,"<27,500, >=25,000",Central,0.0,0.0,65.87,0.0,37.54,9.98,0.0,0.0,3.99,Female,North West,39.41
2540,3368,0,51-55,Partner,Housewife,Own Home,">=35,000",Central,0.0,0.0,24.49,0.0,0.0,9.99,0.0,0.0,0.0,Female,East Midlands,98.75
2541,10077,0,22-25,Single/Never Married,Secretarial/Admin,Rent Privately,"<15,000, >=12,500",Carlton,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,Female,South East,41.69
2542,4793,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Yorkshire,33.99,151.42,91.42,66.85,49.44,71.45,0.0,5.49,9.98,Female,South East,209.83
2543,9715,1,31-35,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",Ulster,63.42,0.0,0.0,34.98,18.97,39.49,138.82,21.42,0.0,Male,Northern Ireland,119.86
2544,4205,1,45-50,Partner,Professional,Own Home,"<22,500, >=20,000",Central,0.0,155.45,98.44,132.43,21.48,0.0,13.48,0.0,0.0,Male,West Midlands,160.2
2545,2431,0,41-45,Partner,Business Manager,Own Home,"<27,500, >=25,000",Granada,39.98,56.46,139.97,81.89,29.97,113.94,0.0,0.0,28.98,Male,North West,195.0
2546,3355,0,41-45,Single/Never Married,Secretarial/Admin,Own Home,"<12,500, >=10,000",Carlton,19.99,28.98,69.99,31.48,0.0,20.46,0.0,19.47,7.98,Female,South East,19.05
2547,5458,0,22-25,Single/Never Married,Professional,Own Home,"<30,000, >=27,500",Carlton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,-15.85
2548,8432,0,22-25,Single/Never Married,Professional,Own Home,"<30,000, >=27,500",Meridian,0.0,24.99,0.0,92.97,0.0,39.98,0.0,0.0,0.0,Female,South East,44.47
2549,5877,0,65-70,Widowed,Retired,Own Home,">=35,000",Scottish TV,0.0,18.97,0.0,50.4,0.0,73.47,0.0,0.0,0.0,Male,Scotland,32.34
2550,6480,0,26-30,Single/Never Married,Professional,Own Home,">=35,000",Central,0.0,54.96,0.0,24.97,0.0,34.48,0.0,0.0,0.0,Female,East Midlands,87.18
2551,6633,2,41-45,Partner,Housewife,Rent from Council/HA,"< 8,000, >= 4,000",Tyne Tees,13.99,0.0,21.96,0.0,21.98,0.0,0.0,0.0,0.0,Female,North,87.03
2552,5026,2,41-45,Partner,Professional,Own Home,"<30,000, >=27,500",Central,0.0,0.0,0.0,58.47,28.47,0.0,0.0,2.49,38.43,Male,West Midlands,49.18
2553,11205,3,31-35,Partner,Other,Own Home,">=35,000",Central,17.99,204.9,53.45,81.45,0.0,69.93,56.97,22.47,0.0,Female,East Midlands,138.67
2554,6341,2,36-40,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Tyne Tees,0.0,91.46,0.0,102.44,0.0,28.46,60.46,0.0,17.48,Female,North,114.38
2555,6595,1,36-40,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",HTV,4.99,0.0,34.47,11.49,31.47,34.93,3.99,2.49,0.0,Female,Wales,17.83
2556,11478,0,18-21,Single/Never Married,Professional,Own Home,"<17,500, >=15,000",Carlton,0.0,17.99,62.46,133.93,11.48,0.0,0.0,0.0,0.0,Male,South East,129.19
2557,388,0,55-60,Partner,Retired,Own Home,"<27,500, >=25,000",Border,0.0,92.43,2.48,130.92,25.96,54.95,0.0,0.0,21.48,Female,North,122.63
2558,3652,0,31-35,Single/Never Married,Secretarial/Admin,Own Home,"<15,000, >=12,500",Tyne Tees,0.0,0.01,0.0,0.02,0.0,0.0,0.0,17.57,0.0,Female,North,17.55
2559,5412,1,31-35,Partner,Professional,Own Home,"<27,500, >=25,000",Scottish TV,0.0,44.49,23.98,47.42,24.97,72.92,38.93,8.5,109.4,Female,Scotland,76.95
2560,6643,0,71+,Widowed,Retired,Rent Privately,"<10,000, >= 8,000",Meridian,0.0,0.01,22.99,0.0,9.49,0.0,0.0,0.0,3.96,Female,North West,22.18
2561,5803,2,36-40,Partner,Student,Own Home,">=35,000",Anglia,4.99,0.0,113.95,0.0,111.41,0.0,0.0,0.0,0.0,Female,East Anglia,110.23
2562,4698,0,22-25,Single/Never Married,Professional,Own Home,"<15,000, >=12,500",Central,24.98,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,Female,East Midlands,32.04
2563,4627,0,55-60,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",HTV,19.49,0.0,0.0,0.0,4.49,4.99,0.0,7.99,1.0,Female,Wales,4.08
2564,10703,0,45-50,Partner,Professional,Own Home,">=35,000",Carlton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99,Male,North West,-11.69
2565,4095,1,36-40,Single/Never Married,Secretarial/Admin,Rent from Council/HA,"< 8,000, >= 4,000",Yorkshire,0.0,120.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,26.98
2566,2332,0,55-60,Partner,Housewife,Own Home,"<10,000, >= 8,000",Central,149.48,0.0,39.99,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,80.62
2567,10787,1,26-30,Partner,Professional,Own Home,">=35,000",Central,0.0,0.0,0.0,16.97,0.0,43.45,0.0,0.0,1.99,Male,East Midlands,40.69
2568,10721,0,26-30,Single/Never Married,Professional,Own Home,">=35,000",Central,19.99,24.49,59.48,121.93,0.0,11.99,91.44,0.0,0.0,Male,West Midlands,120.45
2569,11113,1,41-45,Partner,Professional,Own Home,"<17,500, >=15,000",Yorkshire,14.99,0.0,24.98,45.48,29.46,84.43,132.91,14.48,29.46,Female,South East,149.79
2570,6061,0,45-50,Partner,Other,Own Home,"<27,500, >=25,000",Grampian,21.49,39.99,14.48,24.0,0.0,29.49,14.49,0.0,0.0,Female,Scotland,-5.54
2571,4062,2,31-35,Partner,Other,Own Home,"<22,500, >=20,000",Tyne Tees,56.98,0.0,0.0,0.0,0.0,0.0,33.48,0.0,0.0,Female,North,39.05
2572,10577,0,61-65,Partner,Retired,Own Home,"<10,000, >= 8,000",Central,149.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,1.88
2573,7890,0,31-35,Single/Never Married,Business Manager,Own Home,"<30,000, >=27,500",Carlton,0.0,29.99,0.0,19.99,0.0,64.47,0.0,0.0,0.0,Female,North West,38.19
2574,2548,0,45-50,Partner,Housewife,Own Home,"<17,500, >=15,000",HTV,0.0,74.99,0.0,0.0,0.0,29.99,0.0,0.0,0.0,Female,Wales,37.11
2575,567,0,61-65,Partner,Retired,Own Home,"<12,500, >=10,000",Central,17.98,29.99,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,11.82
2576,10002,0,22-25,Single/Never Married,Professional,Own Home,">=35,000",Anglia,39.97,24.97,0.0,77.94,0.0,29.98,0.0,0.0,0.0,Female,East Anglia,35.02
2577,10676,0,51-55,Partner,Professional,Own Home,"<20,000, >=17,500",Central,0.0,0.0,27.99,0.0,9.99,0.0,0.0,0.0,0.0,Female,West Midlands,34.5
2578,6427,0,61-65,Partner,Retired,Own Home,"<25,000, >=22,500",Central,0.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0.0,Male,West Midlands,24.61
2579,6719,1,45-50,Partner,Manual Worker,Own Home,"<12,500, >=10,000",TV South West,16.48,39.97,0.0,87.9,56.47,171.84,14.0,10.99,39.48,Female,South West,230.52
2580,6022,0,65-70,Partner,Housewife,Own Home,"<17,500, >=15,000",Central,0.0,0.0,0.0,11.99,0.0,0.0,0.0,27.46,0.0,Female,West Midlands,94.72
2581,6499,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Anglia,0.0,38.97,0.0,36.45,0.0,32.48,0.0,0.0,0.0,Male,East Anglia,44.51
2582,8609,0,51-55,Divorced/Separated,Professional,Rent Privately,"<17,500, >=15,000",Carlton,0.0,0.0,0.0,0.0,15.97,0.0,0.0,0.0,0.0,Female,South East,-52.25
2583,7927,0,45-50,Partner,Professional,Own Home,"<27,500, >=25,000",TV South West,47.97,35.48,0.0,25.97,32.48,24.99,0.0,0.0,7.98,Female,South West,53.65
2584,11155,2,31-35,Partner,Business Manager,Own Home,">=35,000",Central,0.0,270.33,179.93,142.68,27.98,42.42,4.99,0.0,0.0,Male,West Midlands,205.04
2585,4706,0,22-25,Partner,Business Manager,Own Home,">=35,000",Carlton,35.98,0.0,0.0,191.35,9.49,10.47,48.43,0.0,0.0,Female,South East,148.49
2586,4778,0,26-30,Partner,Professional,Own Home,"<25,000, >=22,500",Ulster,0.0,69.47,0.0,0.0,0.0,53.94,0.0,8.97,0.0,Female,Northern Ireland,12.55
2587,5351,1,65-70,Divorced/Separated,Secretarial/Admin,Own Home,"<15,000, >=12,500",Meridian,172.45,0.0,57.47,0.0,44.44,0.0,0.0,0.0,0.0,Female,South West,50.65
2588,1611,1,31-35,Partner,Professional,Own Home,">=35,000",Carlton,0.0,117.97,54.48,0.0,23.99,9.99,0.0,5.99,0.0,Male,South East,68.05
2589,11045,0,55-60,Partner,Retired,Own Home,">=35,000",Meridian,103.91,109.47,27.49,168.94,90.98,70.41,531.05,5.49,153.89,Female,North West,472.95
